,Organism
2991,Doryteuthis opalescens
2992,Doryteuthis pealeii
2993,Dorytheuthis bleekeri
2994,Dorytheutis plei
2995,Dosidicus gigas
2996,Dothideomycetes sp.
2997,Dracaena cambodiana
2998,Dracaena draco
2999,Dromaius novaehollandiae
3000,Drosera capensis
3001,Drosera peltata
3002,Drosera rotundifolia
3003,Drosera venusta
3004,Drosophila ambigua
3005,Drosophila ananassae
3006,Drosophila bifasciata
3007,Drosophila elegans
3008,Drosophila erecta
3009,Drosophila formella
3010,Drosophila funebris
3011,Drosophila grimshawi
3012,Drosophila heteroneura
3013,Drosophila hydei
3014,Drosophila immigrans
3015,Drosophila mauritiana
3016,Drosophila melanogaster
3017,Drosophila mojavensis
3018,Drosophila orthofascia
3019,Drosophila persimilis
3020,Drosophila pseudoobscura
3021,Drosophila silvestris
3022,Drosophila simulans
3023,Drosophila sordidula
3024,Drosophila sp.
3025,Drosophila subobscura
3026,Drosophila tristis
3027,Drosophila virilis
3028,Drosophila willistoni
3029,Drosophila X
3030,Drosophila yakuba
3031,Drosophyllum lusitanicum
3032,Dryopteris crassirhizoma
3033,Dryopteris erythrosora
3034,Dryopteris filix-mas
3035,Dryopteris lacera
3036,Duboisia hopwoodii
3037,Duboisia leichhardtii
3038,Duboisia myoporoides
3039,Duck hepatitis
3040,Duck infectious
3041,Duganella sp.
3042,Dugesia japonica
3043,Dugong dugon
3044,Dumontia contorta
3045,Dumontia incrassata
3046,Dunaliella marina
3047,Dunaliella maritima
3048,Dunaliella parva
3049,Dunaliella primolecta
3050,Dunaliella salina
3051,Dunaliella sp.
3052,Dunaliella tertiolecta
3053,Dunaliella viridis
3054,Duttaphrynus melanostictus
3055,Dyadobacter fermentans
3056,Dyella ginsengisoli
3057,Dysdercus cingulatus
3058,Dysdercus peruvianus
3059,Dysgonomonas capnocytophagoides
3060,Dysgonomonas gadei
3061,Dysosma pleiantha
3062,Dysosma tsayuensis
3063,Dysphania ambrosioides
3064,Ebola virus
3065,Echeveria elegans
3066,Echinacea angustifolia
3067,Echinocactus horizonthalonius
3068,Echinochloa colona
3069,Echinochloa crus-galli
3070,Echinochloa esculenta
3071,Echinochloa phyllopogon
3072,Echinococcus granulosus
3073,Echinococcus multilocularis
3074,Echinops ritro
3075,Echinops telfairi
3076,Echinostoma caproni
3077,Echis carinatus
3078,Echis coloratus
3079,Echis pyramidum
3080,Echium amoenum
3081,Echium pitardii
3082,Echium plantagineum
3083,Ecklonia stolonifera
3084,Eclipta prostrata
3085,Ectocarpus siliculosus
3086,Ectothiorhodosinus mongolicus
3087,Ectothiorhodospira shaposhnikovii
3088,Ectropis obliqua
3089,EDTA-degrading bacterium
3090,Edwardsiella ictaluri
3091,Edwardsiella tarda
3092,Egeria densa
3093,Eggerthella lenta
3094,Ehrharta erecta
3095,Ehrlichia chaffeensis
3096,Eidolon helvum
3097,Eikenella corrodens
3098,Eimeria acervulina
3099,Eimeria maxima
3100,Eimeria tenella
3101,Eisenia andrei
3102,Eisenia bicyclis
3103,Eisenia fetida
3104,Eisenia sp.
3105,Eisenia veneta
3106,Elaeagnus umbellata
3107,Elaeis guineensis
3108,Elaeis oleifera
3109,Elaeis sp.
3110,Elais guineensis
3111,Elaphe quadrivirgata
3112,Elaphe taeniura
3113,Electrophorus electricus
3114,Eledone cirrhosa
3115,Eledone moschata
3116,Eleginus gracilis
3117,Eleotris oxycephala
3118,Elephantopus scaber
3119,Elephantulus edwardii
3120,Elephantulus rufescens
3121,Elephas trogontherii
3122,Eleusine coracana
3123,Eleusine indica
3124,Eleutherococcus senticosus
3125,Eleutherococcus sieboldianus
3126,Elizabethkingia meningoseptica
3127,Elizabethkingia miricola
3128,Elliptio complanata
3129,Ellychnia corrusca
3130,Elodea densa
3131,Elsholtzia ciliata
3132,Elymus farctus
3133,Elymus repens
3134,Elysia chlorotica
3135,Emerita asiatica
3136,Emerita emeritus
3137,Emiliania huxleyi
3138,Empedobacter brevis
3139,Empedobacter collagenolyticum
3140,Encephalitozoon cuniculi
3141,Encephalitozoon hellem
3142,Encephalitozoon intestinalis
3143,Encephalomyocarditis virus
3144,Enchytraeus japonensis
3145,Enchytraeus sp.
3146,Endarachne binghamiae
3147,Endocladia muricata
3148,Endomyces reessii
3149,Endomyces sp.
3150,Endomycopsis fibuligera
3151,endophytic bacterium
3152,endophytic fungus
3153,Endothia sp.
3154,Engraulis japonicus
3155,Ensifer adhaerens
3156,Ensifer sp.
3157,Entacmaea sp.
3158,Entamoeba dispar
3159,Entamoeba histolytica
3160,Entamoeba invadens
3161,Entamoeba moshkovskii
3162,Entamoeba sp.
3163,Enterobacter asburiae
3164,Enterobacter cancerogenus
3165,Enterobacter cloacae
3166,Enterobacter faecalis
3167,Enterobacter hormaechei
3168,Enterobacter liquefaciens
3169,Enterobacter ludwigii
3170,Enterobacter sp.
3171,Enterobacteria phage
3172,Enterobacteriaceae bacterium
3173,Enterobius vermicularis
3174,Enterococcus avium
3175,Enterococcus casseliflavus
3176,Enterococcus cecorum
3177,Enterococcus dispar
3178,Enterococcus durans
3179,Enterococcus faecalis
3180,Enterococcus faecium
3181,Enterococcus gallinarum
3182,Enterococcus hirae
3183,Enterococcus mundtii
3184,Enterococcus raffinosus
3185,Enterococcus sp.
3186,Enterococcus sulfureus
3187,Enteroctopus dofleini
3188,Enterocytozoon bieneusi
3189,Enteropogon prieurii
3190,Enterovirus A71
3191,Enterovirus B93
3192,Enterovirus C
3193,Enterovirus D68
3194,Enterovirus E
3195,Entodinium caudatum
3196,Entodinium simplex
3197,Entodinium sp.
3198,Eogonatus tinro
3199,Eogystia hippophaecolus
3200,Ephedra sinica
3201,Ephestia kuehniella
3202,Epiblema scudderiana
3203,Epicauta chinensis
3204,Epichloe festucae
3205,Epicoccum nigrum
3206,Epicoccum sp.
3207,Epidalea calamita
3208,Epidendrum hybrid
3209,Epidermophyton floccosum
3210,Epidinium ecaudatum
3211,Epifagus virginiana
3212,Epimedium sagittatum
3213,Epinephelus coioides
3214,Epinephelus malabaricus
3215,Epiphyas postvittana
3216,Epiplatys sp.
3217,Epipremnum aureum
3218,Equid alphaherpesvirus
3219,equine arteritis
3220,equine herpesvirus
3221,equine infectious
3222,Equisetum arvense
3223,Equisetum fluviatile
3224,Equisetum giganteum
3225,Equisetum hyemale
3226,Equisetum palustre
3227,Equisetum scirpoides
3228,Equisetum sp.
3229,Equisetum telmateia
3230,Equisetum variegatum
3231,Equus asinus
3232,Equus burchellii
3233,Equus caballus
3234,Equus sp.
3235,Eragrostis tef
3236,Eranthis hyemalis
3237,Eremochloa ophiuroides
3238,Eremoplastron bovis
3239,Eremosphaera viridis
3240,Eremothecium ashbyi
3241,Eremothecium gossypii
3242,Erethizon dorsatum
3243,Eretmochelys imbricata
3244,Eriachne aristidea
3245,Erimacrus isenbeckii
3246,Erinnyis ello
3247,Eriobotrya japonica
3248,Eriocheir sinensis
3249,Eriochloa borumensis
3250,Eriosoma lanigerum
3251,Eriphia gonagra
3252,Eristicophis macmahoni
3253,Erpobdella obscura
3254,Erpobdella punctata
3255,Eruca vesicaria
3256,Ervatamia divaricatum
3257,Erwinia amylovora
3258,Erwinia aroidea
3259,Erwinia billingiae
3260,Erwinia phage
3261,Erwinia pyrifoliae
3262,Erwinia rhapontici
3263,Erwinia sp.
3264,Erwinia tasmaniensis
3265,Erysimum cheiri
3266,Erysipelothrix rhusiopathiae
3267,Erythranthe lewisii
3268,Erythrina crista-galli
3269,Erythrina flabelliformis
3270,Erythrina variegata
3271,Erythrobacter litoralis
3272,Erythrobacter longus
3273,Erythrobacter sp.
3274,Erythrocebus patas
3275,Erythroxylum coca
3276,Eschenbachia blinii
3277,Escherichia acidilactici
3278,Escherichia aurescens
3279,Escherichia coli
3280,Escherichia phage
3281,Escherichia sp.
3282,Escherichia virus
3283,Eschscholtzia tenuifolia
3284,Eschscholzia californica
3285,Eschscholzia lobbii
3286,Eschscholzia pulchella
3287,Esox lucius
3288,Esox sp.
3289,Ethanoligenens harbinense
3290,Ettlia oleoabundans
3291,Eubacterium barkeri
3292,Eubacterium cellulosolvens
3293,Eubacterium hallii
3294,Eubacterium HX
3295,Eubacterium limosum
3296,Eubacterium nodatum
3297,Eubacterium oxidoreducens
3298,Eubacterium rectale
3299,Eubacterium sp.
3300,Eubacterium sulci
3301,Eucalyptus camaldulensis
3302,Eucalyptus globulus
3303,Eucalyptus grandis
3304,Eucalyptus gunnii
3305,Eucalyptus moorei
3306,Eucalyptus neglecta
3307,Eucalyptus perriniana
3308,Eucalyptus saligna
3309,Eucalyptus sideroxylon
3310,Eucalyptus sp.
3311,Eucalyptus urophylla
3312,Eucapsis sp.
3313,Eucommia ulmoides
3314,Eudiplodinium maggii
3315,Euglena gracilis
3316,Euglena longa
3317,Euglena sp.
3318,Eulemur fulvus
3319,Eulota maakii
3320,Euonymus alatus
3321,Euonymus japonicus
3322,Euonymus sp.
3323,Eupatorium cannabinum
3324,Eupatorium pauciflorum
3325,Euphausia pacifica
3326,Euphausia superba
3327,Euphorbia characias
3328,Euphorbia esula
3329,Euphorbia helioscopia
3330,Euphorbia lactiflua
3331,Euphorbia lagascae
3332,Euphorbia lathyris
3333,Euphorbia microsphaera
3334,Euphorbia pekinensis
3335,Euphorbia pulcherrima
3336,Euphorbia sp.
3337,Euphorbia tirucalli
3338,Euphractus sexcinctus
3339,Euphyllia ancora
3340,Euplotes focardii
3341,Euplotes nobilii
3342,Euprymna scolopes
3343,Euryale ferox
3344,Eurygaster integriceps
3345,Eurypanopeus abbreviatus
3346,Eurytium limosum
3347,Eusimulium latipes
3348,Eustoma exaltatum
3349,Euterpe edulis
3350,Euterpe oleracea
3351,Euthora cristata
3352,Eutrema halophilum
3353,Eutrema japonicum
3354,Eutrema salsugineum
3355,Evechinus chloroticus
3356,Evernia prunastri
3357,Eviota abax
3358,Ewingella americana
3359,Exaiptasia pallida
3360,Exidia glandulosa
3361,Exiguobacterium acetylicum
3362,Exiguobacterium aurantiacum
3363,Exiguobacterium sibiricum
3364,Exiguobacterium sp.
3365,Exocarpos cupressiformis
3366,Exophiala dermatitidis
3367,Exophiala jeanselmei
3368,Exophiala lecanii-corni
3369,Exophiala oligosperma
3370,Exophiala sp.
3371,Exserohilum turcicum
3372,Fabia subquadrata
3373,facultative anaerobic
3374,Faecalibacterium prausnitzii
3375,Faecalicatena orotica
3376,Fagopyrum cymosum
3377,Fagopyrum esculentum
3378,Fagopyrum tataricum
3379,Fagus crenata
3380,Fagus grandifolia
3381,Fagus sylvatica
3382,Fasciola gigantica
3383,Fasciola hepatica
3384,Favolaschia sp.
3385,Faxonius limosus
3386,Fejervarya cancrivora
3387,Felid alphaherpesvirus
3388,feline calicivirus
3389,feline coronavirus
3390,feline immunodeficiency
3391,feline leukemia
3392,Feline sarcoma
3393,Felis catus
3394,Felis domestica
3395,Felis silvestris
3396,Felis sp.
3397,Ferroglobus placidus
3398,Ferroplasma acidarmanus
3399,Ferroplasma acidiphilum
3400,Ferula sp.
3401,Fervidobacterium changbaicum
3402,Fervidobacterium islandicum
3403,Fervidobacterium nodosum
3404,Fervidobacterium pennivorans
3405,Festuca arundinacea
3406,Festuca gigantea
3407,Festuca myuros
3408,Festuca pratensis
3409,Festuca rubra
3410,Festuca rupicola
3411,Festuca sp.
3412,Fibrobacter intestinalis
3413,Fibrobacter succinogenes
3414,Ficaria verna
3415,Fictibacillus nanhaiensis
3416,Ficus anthelmintica
3417,Ficus benghalensis
3418,Ficus benjamina
3419,Ficus carica
3420,Ficus decora
3421,Ficus deltoidea
3422,Ficus elastica
3423,Ficus glabrata
3424,Ficus lyrata
3425,Ficus pumila
3426,Ficus religiosa
3427,Ficus sp.
3428,Filaria martis
3429,Filifactor alocis
3430,Filipendula vulgaris
3431,Filobasidium uniguttulatum
3432,Filomicrobium sp.
3433,Finegoldia magna
3434,Firmicutes bacterium
3435,Fischerella ambigua
3436,Fischerella muscicola
3437,Fischerella sp.
3438,Fischerella thermalis
3439,Fissidens sp.
3440,Fistularia petimba
3441,Fistulifera pelliculosa
3442,Flammeovirga sp.
3443,Flammeovirga yaeyamensis
3444,Flammulina sp.
3445,Flammulina velutipes
3446,Flaveria angustifolia
3447,Flaveria anomala
3448,Flaveria bidentis
3449,Flaveria brownii
3450,Flaveria chlorifolia
3451,Flaveria cronquistii
3452,Flaveria floridana
3453,Flaveria kochiana
3454,Flaveria linearis
3455,Flaveria palmeri
3456,Flaveria pringlei
3457,Flaveria ramosissima
3458,Flaveria robusta
3459,Flaveria sonorensis
3460,Flaveria trinervia
3461,Flaveria vaginata
3462,Flavivirus sp.
3463,Flavobacterium aquatile
3464,Flavobacterium columnare
3465,Flavobacterium denitrificans
3466,Flavobacterium dormitator
3467,Flavobacterium filamentosum
3468,Flavobacterium flevense
3469,Flavobacterium frigidimaris
3470,Flavobacterium fuscum
3471,Flavobacterium johnsoniae
3472,Flavobacterium lutescens
3473,Flavobacterium M64
3474,Flavobacterium oryzihabitans
3475,Flavobacterium paucimobilis
3476,Flavobacterium peregrinum
3477,Flavobacterium rhenanum
3478,Flavobacterium rigense
3479,Flavobacterium saccharophilum
3480,Flavobacterium sp.
3481,Flavobacterium suaveolens
3482,Flavodon flavus
3483,Flock house
3484,Flueggea suffruticosa
3485,Fluoribacter bozemanae
3486,Fluoribacter dumoffii
3487,Fluoribacter gormanii
3488,Foeniculum vulgare
3489,Folsomia candida
3490,Fomes annosus
3491,Fomes fomentarius
3492,Fomes pinicola
3493,Fomes sclerodermeus
3494,Fomes subroseus
3495,Fomitopsis cytisina
3496,Fomitopsis palustris
3497,Fomitopsis pinicola
3498,Fomitopsis sp.
3499,Fonsecaea compacta
3500,Foot-and-mouth disease
3501,Formosa algae
3502,Formosa sp.
3503,Forsythia koreana
3504,Forsythia ovata
3505,Forsythia sp.
3506,Forsythia suspensa
3507,Forsythia x
3508,Fowlpox virus
3509,Foxtail mosaic
3510,Fragaria chiloensis
3511,Fragaria sp.
3512,Fragaria vesca
3513,Fragaria x
3514,Francisella novicida
3515,Francisella tularensis
3516,Frankia alni
3517,Frankia casuarinae
3518,Frankia sp.
3519,Fratercula arctica
3520,Frateuria aurantia
3521,Frateuria sp.
3522,Fraxinus excelsior
3523,Freesia hybrid
3524,Fresh-water teleost
3525,Fritillaria agrestis
3526,Fritillaria meleagris
3527,Frog virus
3528,Fucophilus fucoidanolyticus
3529,Fucus distichus
3530,Fucus gardneri
3531,Fucus spp.
3532,Fujinami sarcoma
3533,Fulvimarina pelagi
3534,Fumaria officinalis
3535,Fumaria parviflora
3536,Funaria hygrometrica
3537,Fundulus heteroclitus
3538,Fungi imperfecti
3539,Funneliformis mosseae
3540,Furcellaria fastigiata
3541,Fusarium acuminatum
3542,Fusarium anguioides
3543,Fusarium asiaticum
3544,Fusarium chlamydosporum
3545,Fusarium commune
3546,Fusarium culmorum
3547,Fusarium decemcellulare
3548,Fusarium equiseti
3549,Fusarium fujikuroi
3550,Fusarium graminearum
3551,Fusarium incarnatum
3552,Fusarium konzum
3553,Fusarium lateritium
3554,Fusarium lichenicola
3555,Fusarium mangiferae
3556,Fusarium merismoides
3557,Fusarium nygamai
3558,Fusarium oxysporum
3559,Fusarium phaseoli
3560,Fusarium phyllophilum
3561,Fusarium proliferatum
3562,Fusarium roseum
3563,Fusarium sacchari
3564,Fusarium sambucinum
3565,Fusarium solani
3566,Fusarium sp.
3567,Fusarium sporotrichioides
3568,Fusarium striatum
3569,Fusarium subglutinans
3570,Fusarium thapsinum
3571,Fusarium tricinctum
3572,Fusarium venenatum
3573,Fusarium verticillioides
3574,Fusconaia flava
3575,Fusicoccum sp.
3576,Fusidium sp.
3577,Fusitriton oregonensis
3578,Fusobacterium gonidiaformans
3579,Fusobacterium mortiferum
3580,Fusobacterium naviforme
3581,Fusobacterium necrogenes
3582,Fusobacterium necrophorum
3583,Fusobacterium nucleatum
3584,Fusobacterium periodonticum
3585,Fusobacterium russii
3586,Fusobacterium simiae
3587,Fusobacterium sp.
3588,Fusobacterium ulcerans
3589,Fusobacterium varium
3590,Gadus chalcogrammus
3591,Gadus macrocephalus
3592,Gadus morhua
3593,Gadus sp.
3594,Gaeumannomyces graminis
3595,Galactomyces reessii
3596,Galanthus elwesii
3597,Galanthus sp.
3598,Galdieria partita
3599,Galdieria sulphuraria
3600,Galega officinalis
3601,Galeocerdo cuvier
3602,Galeus melastomus
3603,Galium aparine
3604,Galium mollugo
3605,Galium uliginosum
3606,Galleria mellonella
3607,Gallotia galloti
3608,Gallus gallus
3609,Gallus sp.
3610,Gambusia holbrooki
3611,gamma proteobacterium
3612,Gammarus palustris
3613,Gammarus pulex
3614,Gammarus sp.
3615,Ganoderma adspersum
3616,Ganoderma applanatum
3617,Ganoderma carnosum
3618,Ganoderma fornicatum
3619,Ganoderma gibbosum
3620,Ganoderma lucidum
3621,Ganoderma sp.
3622,Ganoderma tsunodae
3623,Garcinia mangostana
3624,Gardenia jasminoides
3625,Gardnerella vaginalis
3626,Gasterophilus intestinalis
3627,Gasterosteus aculeatus
3628,gastrointestinal bacteria
3629,Gastrophysa atrocyanea
3630,Gaussia princeps
3631,Gecarcoidea natalis
3632,Gelatoporia subvermispora
3633,Gemella haemolysans
3634,Gemella morbillorum
3635,Geminocystis herdmanii
3636,Gemmabryum coronatum
3637,Gemmata obscuriglobus
3638,Gemmatimonas aurantiaca
3639,Genista anglica
3640,Genista hispanica
3641,Genista lydia
3642,Genista pilosa
3643,Genista sagittalis
3644,Genista tinctoria
3645,Gentiana lutea
3646,Gentiana scabra
3647,Gentiana straminea
3648,Gentiana triflora
3649,Geobacillus anatolicus
3650,Geobacillus kaue
3651,Geobacillus kaustophilus
3652,Geobacillus sp.
3653,Geobacillus stearothermophilus
3654,Geobacillus subterraneus
3655,Geobacillus thermocatenulatus
3656,Geobacillus thermodenitrificans
3657,Geobacillus thermoleovorans
3658,Geobacillus virus
3659,Geobacter grbiciae
3660,Geobacter metallireducens
3661,Geobacter sp.
3662,Geobacter sulfurreducens
3663,Geobacter uraniireducens
3664,Geodia cydonium
3665,Geophagus brasiliensis
3666,Georgenia muralis
3667,Georgfuchsia sp.
3668,Georgfuchsia toluolica
3669,Geotrichum candidum
3670,Geotrichum klebahnii
3671,Geotrichum lactis
3672,Geotrichum marinum
3673,Geotrichum sp.
3674,Gephyrocapsa oceanica
3675,Gerbera hybrid
3676,Gerbera jamesonii
3677,Gersemia fruticosa
3678,Geukensia demissa
3679,Giardia intestinalis
3680,Gibbon ape
3681,Gibbula umbilicalis
3682,Gibellulopsis nigrescens
3683,Gigartina sp.
3684,Gigaspora rosea
3685,Gilbertella persicaria
3686,Gillichthys mirabilis
3687,Gilmaniella humicola
3688,Ginglymostoma cirratum
3689,Ginkgo biloba
3690,Girardia tigrina
3691,Girella punctata
3692,Gitona distigma
3693,Glaciozyma antarctica
3694,Gladiolus hybrid
3695,Gladiolus sp.
3696,Gladiolus x
3697,Glaesserella parasuis
3698,Glandularia x
3699,Glarea lozoyensis
3700,Glaucium corniculatum
3701,Glaucium elegans
3702,Glaucium flavum
3703,Glaucium rubrum
3704,Glebionis coronaria
3705,Glebionis segetum
3706,Glebula rotundata
